image,label
imagenet-1k/train/n07717410/n07717410_5066.JPEG,941
imagenet-1k/train/n04389033/n04389033_62730.JPEG,847
imagenet-1k/train/n03777754/n03777754_7112.JPEG,662
imagenet-1k/train/n07749582/n07749582_10757.JPEG,951
imagenet-1k/train/n03240683/n03240683_3866.JPEG,540
imagenet-1k/train/n04483307/n04483307_7316.JPEG,871
imagenet-1k/train/n02093754/n02093754_5715.JPEG,182
imagenet-1k/train/n13052670/n13052670_2741.JPEG,996
imagenet-1k/train/n02445715/n02445715_22868.JPEG,361
imagenet-1k/train/n12985857/n12985857_6127.JPEG,991
imagenet-1k/train/n01695060/n01695060_1186.JPEG,48
imagenet-1k/train/n04229816/n04229816_5654.JPEG,796
imagenet-1k/train/n04258138/n04258138_11644.JPEG,807
imagenet-1k/train/n02363005/n02363005_25550.JPEG,337
imagenet-1k/train/n07697313/n07697313_20412.JPEG,933
imagenet-1k/train/n01608432/n01608432_2483.JPEG,21
imagenet-1k/train/n07932039/n07932039_4958.JPEG,969
imagenet-1k/train/n04483307/n04483307_11058.JPEG,871
imagenet-1k/train/n03642806/n03642806_24685.JPEG,620
imagenet-1k/train/n03485794/n03485794_31876.JPEG,591
imagenet-1k/train/n03838899/n03838899_43907.JPEG,683
imagenet-1k/train/n03376595/n03376595_17859.JPEG,559
imagenet-1k/train/n03196217/n03196217_43.JPEG,530
imagenet-1k/train/n02090721/n02090721_6537.JPEG,170
imagenet-1k/train/n09288635/n09288635_12516.JPEG,974
imagenet-1k/train/n04604644/n04604644_7638.JPEG,912
imagenet-1k/train/n03063599/n03063599_4913.JPEG,504
imagenet-1k/train/n04131690/n04131690_11194.JPEG,773
imagenet-1k/train/n02086240/n02086240_3891.JPEG,155
imagenet-1k/train/n04065272/n04065272_5000.JPEG,757
imagenet-1k/train/n02871525/n02871525_12763.JPEG,454
imagenet-1k/train/n03814906/n03814906_39215.JPEG,679
imagenet-1k/train/n04356056/n04356056_1245.JPEG,837
imagenet-1k/train/n03794056/n03794056_31293.JPEG,674
imagenet-1k/train/n02988304/n02988304_4363.JPEG,485
imagenet-1k/train/n03692522/n03692522_5440.JPEG,633
imagenet-1k/train/n01978455/n01978455_848.JPEG,119
imagenet-1k/train/n02106166/n02106166_4661.JPEG,232
imagenet-1k/train/n03709823/n03709823_17047.JPEG,636
imagenet-1k/train/n02124075/n02124075_14390.JPEG,285
imagenet-1k/train/n04311174/n04311174_1320.JPEG,822
imagenet-1k/train/n03803284/n03803284_5192.JPEG,676
imagenet-1k/train/n03179701/n03179701_7808.JPEG,526
imagenet-1k/train/n04501370/n04501370_5456.JPEG,877
imagenet-1k/train/n04243546/n04243546_4447.JPEG,800
imagenet-1k/train/n02119789/n02119789_11407.JPEG,278
imagenet-1k/train/n03658185/n03658185_16084.JPEG,623
imagenet-1k/train/n03680355/n03680355_5006.JPEG,630
imagenet-1k/train/n02264363/n02264363_16171.JPEG,318
imagenet-1k/train/n04133789/n04133789_1212.JPEG,774
imagenet-1k/train/n04485082/n04485082_38484.JPEG,872
imagenet-1k/train/n02108915/n02108915_6424.JPEG,245
imagenet-1k/train/n02133161/n02133161_6322.JPEG,295
imagenet-1k/train/n04153751/n04153751_5270.JPEG,783
imagenet-1k/train/n01796340/n01796340_199.JPEG,81
imagenet-1k/train/n02667093/n02667093_6444.JPEG,399
imagenet-1k/train/n01614925/n01614925_2334.JPEG,22
imagenet-1k/train/n02093754/n02093754_7858.JPEG,182
imagenet-1k/train/n02437616/n02437616_1604.JPEG,355
imagenet-1k/train/n04258138/n04258138_4868.JPEG,807
imagenet-1k/train/n02951585/n02951585_21255.JPEG,473
imagenet-1k/train/n01616318/n01616318_2503.JPEG,23
imagenet-1k/train/n02509815/n02509815_5617.JPEG,387
imagenet-1k/train/n02667093/n02667093_10389.JPEG,399
imagenet-1k/train/n02123597/n02123597_2017.JPEG,284
imagenet-1k/train/n01580077/n01580077_1788.JPEG,17
imagenet-1k/train/n02105056/n02105056_15003.JPEG,224
imagenet-1k/train/n02177972/n02177972_10168.JPEG,307
imagenet-1k/train/n02097298/n02097298_12091.JPEG,199
imagenet-1k/train/n01665541/n01665541_6841.JPEG,34
imagenet-1k/train/n03843555/n03843555_7641.JPEG,686
imagenet-1k/train/n07930864/n07930864_8776.JPEG,968
imagenet-1k/train/n03218198/n03218198_325.JPEG,537
imagenet-1k/train/n01443537/n01443537_3036.JPEG,1
imagenet-1k/train/n02444819/n02444819_10185.JPEG,360
imagenet-1k/train/n03584829/n03584829_17706.JPEG,606
imagenet-1k/train/n04589890/n04589890_4440.JPEG,904
imagenet-1k/train/n04152593/n04152593_28626.JPEG,782
imagenet-1k/train/n01882714/n01882714_23746.JPEG,105
imagenet-1k/train/n03884397/n03884397_14437.JPEG,699
imagenet-1k/train/n02879718/n02879718_22119.JPEG,456
imagenet-1k/train/n07584110/n07584110_1457.JPEG,925
imagenet-1k/train/n04067472/n04067472_52590.JPEG,758
imagenet-1k/train/n02106382/n02106382_259.JPEG,233
imagenet-1k/train/n04229816/n04229816_11633.JPEG,796
imagenet-1k/train/n07930864/n07930864_15917.JPEG,968
imagenet-1k/train/n03717622/n03717622_7331.JPEG,640
imagenet-1k/train/n02276258/n02276258_3111.JPEG,321
imagenet-1k/train/n02110185/n02110185_6543.JPEG,250
imagenet-1k/train/n03935335/n03935335_27251.JPEG,719
imagenet-1k/train/n02098105/n02098105_459.JPEG,202
imagenet-1k/train/n04560804/n04560804_6003.JPEG,899
imagenet-1k/train/n02085936/n02085936_10447.JPEG,153
imagenet-1k/train/n02877765/n02877765_7246.JPEG,455
imagenet-1k/train/n02971356/n02971356_2714.JPEG,478
imagenet-1k/train/n09835506/n09835506_3883.JPEG,981
imagenet-1k/train/n02837789/n02837789_18735.JPEG,445
imagenet-1k/train/n03017168/n03017168_24583.JPEG,494
imagenet-1k/train/n04265275/n04265275_5510.JPEG,811
imagenet-1k/train/n02124075/n02124075_5707.JPEG,285
imagenet-1k/train/n01795545/n01795545_18030.JPEG,80
imagenet-1k/train/n03032252/n03032252_25731.JPEG,498
imagenet-1k/train/n02086646/n02086646_6742.JPEG,156
imagenet-1k/train/n03594945/n03594945_30541.JPEG,609
imagenet-1k/train/n02514041/n02514041_2657.JPEG,389
imagenet-1k/train/n02090379/n02090379_1687.JPEG,168
imagenet-1k/train/n03710721/n03710721_22920.JPEG,639
imagenet-1k/train/n07873807/n07873807_18105.JPEG,963
imagenet-1k/train/n04596742/n04596742_17550.JPEG,909
imagenet-1k/train/n03814639/n03814639_8683.JPEG,678
imagenet-1k/train/n02790996/n02790996_11871.JPEG,422
imagenet-1k/train/n02093754/n02093754_3736.JPEG,182
imagenet-1k/train/n02137549/n02137549_6998.JPEG,298
imagenet-1k/train/n03782006/n03782006_6690.JPEG,664
imagenet-1k/train/n03384352/n03384352_4521.JPEG,561
imagenet-1k/train/n02488291/n02488291_148.JPEG,374
imagenet-1k/train/n04443257/n04443257_20789.JPEG,860
imagenet-1k/train/n01744401/n01744401_8039.JPEG,62
imagenet-1k/train/n01807496/n01807496_28465.JPEG,86
imagenet-1k/train/n03124043/n03124043_949.JPEG,514
imagenet-1k/train/n01773797/n01773797_3420.JPEG,74
imagenet-1k/train/n04254120/n04254120_2912.JPEG,804
imagenet-1k/train/n03355925/n03355925_9145.JPEG,557
imagenet-1k/train/n03388183/n03388183_8588.JPEG,563
imagenet-1k/train/n04254120/n04254120_945.JPEG,804
imagenet-1k/train/n07749582/n07749582_798.JPEG,951
imagenet-1k/train/n02794156/n02794156_5742.JPEG,426
imagenet-1k/train/n04229816/n04229816_94.JPEG,796
imagenet-1k/train/n04039381/n04039381_6362.JPEG,752
imagenet-1k/train/n03720891/n03720891_20209.JPEG,641
imagenet-1k/train/n03042490/n03042490_3429.JPEG,500
imagenet-1k/train/n02447366/n02447366_2879.JPEG,362
imagenet-1k/train/n03720891/n03720891_12129.JPEG,641
imagenet-1k/train/n04243546/n04243546_12722.JPEG,800
imagenet-1k/train/n03063689/n03063689_18922.JPEG,505
imagenet-1k/train/n04590129/n04590129_2089.JPEG,905
imagenet-1k/train/n02101556/n02101556_4698.JPEG,216
imagenet-1k/train/n02085936/n02085936_17814.JPEG,153
imagenet-1k/train/n03016953/n03016953_14854.JPEG,493
imagenet-1k/train/n04409515/n04409515_17926.JPEG,852
imagenet-1k/train/n03482405/n03482405_6465.JPEG,588
imagenet-1k/train/n03379051/n03379051_6030.JPEG,560
imagenet-1k/train/n01592084/n01592084_6358.JPEG,19
imagenet-1k/train/n03938244/n03938244_28543.JPEG,721
imagenet-1k/train/n03598930/n03598930_6813.JPEG,611
imagenet-1k/train/n03770679/n03770679_3787.JPEG,656
imagenet-1k/train/n03208938/n03208938_13049.JPEG,535
imagenet-1k/train/n03924679/n03924679_9094.JPEG,713
imagenet-1k/train/n04277352/n04277352_6185.JPEG,816
imagenet-1k/train/n04525305/n04525305_14793.JPEG,886
imagenet-1k/train/n03594945/n03594945_38953.JPEG,609
imagenet-1k/train/n04523525/n04523525_35665.JPEG,884
imagenet-1k/train/n01682714/n01682714_1840.JPEG,40
imagenet-1k/train/n02484975/n02484975_13281.JPEG,370
imagenet-1k/train/n02219486/n02219486_28304.JPEG,310
imagenet-1k/train/n01978287/n01978287_8932.JPEG,118
imagenet-1k/train/n02090721/n02090721_4230.JPEG,170
imagenet-1k/train/n02492035/n02492035_15686.JPEG,378
imagenet-1k/train/n03785016/n03785016_29690.JPEG,665
imagenet-1k/train/n04398044/n04398044_5075.JPEG,849
imagenet-1k/train/n03131574/n03131574_16088.JPEG,520
imagenet-1k/train/n01877812/n01877812_6567.JPEG,104
imagenet-1k/train/n02317335/n02317335_4788.JPEG,327
imagenet-1k/train/n10148035/n10148035_24703.JPEG,982
imagenet-1k/train/n03124170/n03124170_3347.JPEG,515
imagenet-1k/train/n02794156/n02794156_2547.JPEG,426
imagenet-1k/train/n04265275/n04265275_7395.JPEG,811
imagenet-1k/train/n02102480/n02102480_2377.JPEG,220
imagenet-1k/train/n02108422/n02108422_1111.JPEG,243
imagenet-1k/train/n03995372/n03995372_4223.JPEG,740
imagenet-1k/train/n02109047/n02109047_12074.JPEG,246
imagenet-1k/train/n02134084/n02134084_2247.JPEG,296
imagenet-1k/train/n01873310/n01873310_61281.JPEG,103
imagenet-1k/train/n01560419/n01560419_6950.JPEG,16
imagenet-1k/train/n02769748/n02769748_6959.JPEG,414
imagenet-1k/train/n04296562/n04296562_22159.JPEG,819
imagenet-1k/train/n01872401/n01872401_14607.JPEG,102
imagenet-1k/train/n09193705/n09193705_8017.JPEG,970
imagenet-1k/train/n01491361/n01491361_2787.JPEG,3
imagenet-1k/train/n03874293/n03874293_11031.JPEG,694
imagenet-1k/train/n04517823/n04517823_19130.JPEG,882
imagenet-1k/train/n03670208/n03670208_32206.JPEG,627
imagenet-1k/train/n03706229/n03706229_1336.JPEG,635
imagenet-1k/train/n01632777/n01632777_25896.JPEG,29
imagenet-1k/train/n03891332/n03891332_14257.JPEG,704
imagenet-1k/train/n04125021/n04125021_6969.JPEG,771
imagenet-1k/train/n04120489/n04120489_5125.JPEG,770
imagenet-1k/train/n04591157/n04591157_4766.JPEG,906
imagenet-1k/train/n04033995/n04033995_9603.JPEG,750
imagenet-1k/train/n02930766/n02930766_10951.JPEG,468
imagenet-1k/train/n01872401/n01872401_5740.JPEG,102
imagenet-1k/train/n03877472/n03877472_13879.JPEG,697
imagenet-1k/train/n03929660/n03929660_7201.JPEG,714
imagenet-1k/train/n03047690/n03047690_20322.JPEG,502
imagenet-1k/train/n03742115/n03742115_12666.JPEG,648
imagenet-1k/train/n02749479/n02749479_7218.JPEG,413
imagenet-1k/train/n02133161/n02133161_2166.JPEG,295
imagenet-1k/train/n03347037/n03347037_11141.JPEG,556
imagenet-1k/train/n02865351/n02865351_6546.JPEG,451
imagenet-1k/train/n02883205/n02883205_11268.JPEG,457
imagenet-1k/train/n02939185/n02939185_8220.JPEG,469
imagenet-1k/train/n03843555/n03843555_16634.JPEG,686
imagenet-1k/train/n03062245/n03062245_6005.JPEG,503
imagenet-1k/train/n04264628/n04264628_27604.JPEG,810
imagenet-1k/train/n02917067/n02917067_14889.JPEG,466
imagenet-1k/train/n04596742/n04596742_29015.JPEG,909
imagenet-1k/train/n02090622/n02090622_5300.JPEG,169
imagenet-1k/train/n02979186/n02979186_11636.JPEG,482
imagenet-1k/train/n03729826/n03729826_15934.JPEG,644
imagenet-1k/train/n04270147/n04270147_15556.JPEG,813
imagenet-1k/train/n02128385/n02128385_1056.JPEG,288
imagenet-1k/train/n07714990/n07714990_14655.JPEG,937
imagenet-1k/train/n04372370/n04372370_15589.JPEG,844
imagenet-1k/train/n04613696/n04613696_1531.JPEG,915
imagenet-1k/train/n02108422/n02108422_10700.JPEG,243
imagenet-1k/train/n04311004/n04311004_1647.JPEG,821
imagenet-1k/train/n02098105/n02098105_2557.JPEG,202
imagenet-1k/train/n02233338/n02233338_70.JPEG,314
imagenet-1k/train/n03179701/n03179701_4752.JPEG,526
imagenet-1k/train/n02095314/n02095314_740.JPEG,188
imagenet-1k/train/n04277352/n04277352_6769.JPEG,816
imagenet-1k/train/n03017168/n03017168_81284.JPEG,494
imagenet-1k/train/n01917289/n01917289_1853.JPEG,109
imagenet-1k/train/n02037110/n02037110_3356.JPEG,143
imagenet-1k/train/n03085013/n03085013_20508.JPEG,508
imagenet-1k/train/n03016953/n03016953_4429.JPEG,493
imagenet-1k/train/n02089973/n02089973_5154.JPEG,167
imagenet-1k/train/n01440764/n01440764_12435.JPEG,0
imagenet-1k/train/n02074367/n02074367_11564.JPEG,149
imagenet-1k/train/n12768682/n12768682_21756.JPEG,990
imagenet-1k/train/n01829413/n01829413_1138.JPEG,93
imagenet-1k/train/n02708093/n02708093_924.JPEG,409
imagenet-1k/train/n04589890/n04589890_10708.JPEG,904
imagenet-1k/train/n03868242/n03868242_7425.JPEG,690
imagenet-1k/train/n12144580/n12144580_3884.JPEG,987
imagenet-1k/train/n15075141/n15075141_6959.JPEG,999
imagenet-1k/train/n02641379/n02641379_35262.JPEG,395
imagenet-1k/train/n07714990/n07714990_9760.JPEG,937
imagenet-1k/train/n01704323/n01704323_1431.JPEG,51
imagenet-1k/train/n02966687/n02966687_12620.JPEG,477
imagenet-1k/train/n02110627/n02110627_4278.JPEG,252
imagenet-1k/train/n03598930/n03598930_17472.JPEG,611
imagenet-1k/train/n02841315/n02841315_3870.JPEG,447
imagenet-1k/train/n03584254/n03584254_1607.JPEG,605
imagenet-1k/train/n02666196/n02666196_2230.JPEG,398
imagenet-1k/train/n03777754/n03777754_37001.JPEG,662
imagenet-1k/train/n03658185/n03658185_4260.JPEG,623
imagenet-1k/train/n02114548/n02114548_9106.JPEG,270
imagenet-1k/train/n02128385/n02128385_2965.JPEG,288
imagenet-1k/train/n02909870/n02909870_13238.JPEG,463
imagenet-1k/train/n07745940/n07745940_6880.JPEG,949
imagenet-1k/train/n07753592/n07753592_9875.JPEG,954
imagenet-1k/train/n13037406/n13037406_3169.JPEG,993
imagenet-1k/train/n02268443/n02268443_72071.JPEG,319
imagenet-1k/train/n03929660/n03929660_4523.JPEG,714
imagenet-1k/train/n01843065/n01843065_332.JPEG,95
imagenet-1k/train/n01443537/n01443537_725.JPEG,1
imagenet-1k/train/n04026417/n04026417_14995.JPEG,748
imagenet-1k/train/n02002556/n02002556_9346.JPEG,127
imagenet-1k/train/n02086646/n02086646_3344.JPEG,156
imagenet-1k/train/n02441942/n02441942_1172.JPEG,356
imagenet-1k/train/n03792972/n03792972_7614.JPEG,672
imagenet-1k/train/n02486410/n02486410_4088.JPEG,372
imagenet-1k/train/n02168699/n02168699_5806.JPEG,303
imagenet-1k/train/n13037406/n13037406_722.JPEG,993
imagenet-1k/train/n02101388/n02101388_7605.JPEG,215
imagenet-1k/train/n02927161/n02927161_5343.JPEG,467
imagenet-1k/train/n04409515/n04409515_2096.JPEG,852
imagenet-1k/train/n01443537/n01443537_17264.JPEG,1
imagenet-1k/train/n02398521/n02398521_25476.JPEG,344
imagenet-1k/train/n02110627/n02110627_12782.JPEG,252
imagenet-1k/train/n04116512/n04116512_11367.JPEG,767
imagenet-1k/train/n01944390/n01944390_38130.JPEG,113
imagenet-1k/train/n07583066/n07583066_1713.JPEG,924
imagenet-1k/train/n04136333/n04136333_8215.JPEG,775
imagenet-1k/train/n07714571/n07714571_10554.JPEG,936
imagenet-1k/train/n13040303/n13040303_3541.JPEG,994
imagenet-1k/train/n02447366/n02447366_2862.JPEG,362
imagenet-1k/train/n02486410/n02486410_11723.JPEG,372
imagenet-1k/train/n04584207/n04584207_32215.JPEG,903
imagenet-1k/train/n06359193/n06359193_14629.JPEG,916
imagenet-1k/train/n02219486/n02219486_25259.JPEG,310
imagenet-1k/train/n02095570/n02095570_4415.JPEG,189
imagenet-1k/train/n02701002/n02701002_11171.JPEG,407
imagenet-1k/train/n04332243/n04332243_13343.JPEG,828
imagenet-1k/train/n01622779/n01622779_5952.JPEG,24
imagenet-1k/train/n03394916/n03394916_32405.JPEG,566
imagenet-1k/train/n02869837/n02869837_4815.JPEG,452
imagenet-1k/train/n03782006/n03782006_1789.JPEG,664
imagenet-1k/train/n03888257/n03888257_3797.JPEG,701
imagenet-1k/train/n03062245/n03062245_2660.JPEG,503
imagenet-1k/train/n02490219/n02490219_3143.JPEG,377
imagenet-1k/train/n02231487/n02231487_9508.JPEG,313
imagenet-1k/train/n03657121/n03657121_4151.JPEG,622
imagenet-1k/train/n03670208/n03670208_49876.JPEG,627
imagenet-1k/train/n04418357/n04418357_6988.JPEG,854
imagenet-1k/train/n03425413/n03425413_8078.JPEG,571
imagenet-1k/train/n02128385/n02128385_12721.JPEG,288
imagenet-1k/train/n03065424/n03065424_10761.JPEG,506
imagenet-1k/train/n03452741/n03452741_2325.JPEG,579
imagenet-1k/train/n02101556/n02101556_9721.JPEG,216
imagenet-1k/train/n02950826/n02950826_17296.JPEG,471
imagenet-1k/train/n03498962/n03498962_5782.JPEG,596
imagenet-1k/train/n02442845/n02442845_28110.JPEG,357
imagenet-1k/train/n01530575/n01530575_3831.JPEG,10
imagenet-1k/train/n02892767/n02892767_13621.JPEG,459
imagenet-1k/train/n07714990/n07714990_6073.JPEG,937
imagenet-1k/train/n02087046/n02087046_6908.JPEG,158
imagenet-1k/train/n01817953/n01817953_2923.JPEG,87
imagenet-1k/train/n03658185/n03658185_9598.JPEG,623
imagenet-1k/train/n04141975/n04141975_36838.JPEG,778
imagenet-1k/train/n03197337/n03197337_21263.JPEG,531
imagenet-1k/train/n02095889/n02095889_11032.JPEG,190
imagenet-1k/train/n03924679/n03924679_2457.JPEG,713
imagenet-1k/train/n03680355/n03680355_14251.JPEG,630
imagenet-1k/train/n02137549/n02137549_250.JPEG,298
imagenet-1k/train/n06794110/n06794110_6919.JPEG,919
imagenet-1k/train/n03459775/n03459775_13099.JPEG,581
imagenet-1k/train/n02105162/n02105162_1344.JPEG,225
imagenet-1k/train/n01756291/n01756291_7315.JPEG,68
imagenet-1k/train/n03793489/n03793489_7246.JPEG,673
imagenet-1k/train/n04458633/n04458633_3169.JPEG,863
imagenet-1k/train/n03623198/n03623198_17216.JPEG,615
imagenet-1k/train/n02110063/n02110063_7948.JPEG,249
imagenet-1k/train/n03417042/n03417042_8175.JPEG,569
imagenet-1k/train/n03947888/n03947888_110.JPEG,724
imagenet-1k/train/n02823428/n02823428_685.JPEG,440
imagenet-1k/train/n01883070/n01883070_1368.JPEG,106
imagenet-1k/train/n02423022/n02423022_559.JPEG,353
imagenet-1k/train/n04311174/n04311174_4787.JPEG,822
imagenet-1k/train/n04592741/n04592741_19131.JPEG,908
imagenet-1k/train/n02099849/n02099849_5048.JPEG,209
imagenet-1k/train/n03180011/n03180011_13299.JPEG,527
imagenet-1k/train/n02106662/n02106662_829.JPEG,235
imagenet-1k/train/n07590611/n07590611_4931.JPEG,926
imagenet-1k/train/n02100583/n02100583_3383.JPEG,211
imagenet-1k/train/n03792972/n03792972_836.JPEG,672
imagenet-1k/train/n02086240/n02086240_415.JPEG,155
imagenet-1k/train/n01924916/n01924916_8940.JPEG,110
imagenet-1k/train/n03447721/n03447721_13478.JPEG,577
imagenet-1k/train/n07753592/n07753592_11656.JPEG,954
imagenet-1k/train/n03888257/n03888257_65922.JPEG,701
imagenet-1k/train/n03983396/n03983396_6516.JPEG,737
imagenet-1k/train/n02124075/n02124075_4157.JPEG,285
imagenet-1k/train/n02167151/n02167151_1588.JPEG,302
imagenet-1k/train/n02749479/n02749479_7522.JPEG,413
imagenet-1k/train/n03146219/n03146219_3468.JPEG,524
imagenet-1k/train/n06785654/n06785654_4463.JPEG,918
imagenet-1k/train/n02794156/n02794156_13737.JPEG,426
imagenet-1k/train/n02100877/n02100877_17591.JPEG,213
imagenet-1k/train/n04041544/n04041544_25801.JPEG,754
imagenet-1k/train/n03529860/n03529860_1327.JPEG,598
imagenet-1k/train/n02119789/n02119789_15158.JPEG,278
imagenet-1k/train/n04162706/n04162706_43181.JPEG,785
imagenet-1k/train/n02129604/n02129604_6255.JPEG,292
imagenet-1k/train/n03529860/n03529860_4073.JPEG,598
imagenet-1k/train/n02113023/n02113023_8891.JPEG,263
imagenet-1k/train/n03594734/n03594734_20502.JPEG,608
imagenet-1k/train/n02231487/n02231487_5855.JPEG,313
imagenet-1k/train/n04201297/n04201297_16478.JPEG,789
imagenet-1k/train/n04357314/n04357314_520.JPEG,838
imagenet-1k/train/n01828970/n01828970_5469.JPEG,92
imagenet-1k/train/n07747607/n07747607_8647.JPEG,950
imagenet-1k/train/n04540053/n04540053_4301.JPEG,890
imagenet-1k/train/n04350905/n04350905_33110.JPEG,834
imagenet-1k/train/n01770393/n01770393_2377.JPEG,71
imagenet-1k/train/n02687172/n02687172_22362.JPEG,403
imagenet-1k/train/n03388183/n03388183_3064.JPEG,563
imagenet-1k/train/n02094433/n02094433_1748.JPEG,187
imagenet-1k/train/n07613480/n07613480_3859.JPEG,927
imagenet-1k/train/n01530575/n01530575_10050.JPEG,10
imagenet-1k/train/n02132136/n02132136_20994.JPEG,294
imagenet-1k/train/n07742313/n07742313_4829.JPEG,948
imagenet-1k/train/n03888257/n03888257_44204.JPEG,701
imagenet-1k/train/n04235860/n04235860_7842.JPEG,797
imagenet-1k/train/n01664065/n01664065_4111.JPEG,33
imagenet-1k/train/n04557648/n04557648_1727.JPEG,898
imagenet-1k/train/n03459775/n03459775_10444.JPEG,581
imagenet-1k/train/n03482405/n03482405_21091.JPEG,588
imagenet-1k/train/n13037406/n13037406_4657.JPEG,993
imagenet-1k/train/n03532672/n03532672_13240.JPEG,600
imagenet-1k/train/n03933933/n03933933_11738.JPEG,718
imagenet-1k/train/n02109961/n02109961_38083.JPEG,248
imagenet-1k/train/n02093991/n02093991_7783.JPEG,184
imagenet-1k/train/n01728572/n01728572_13434.JPEG,52
imagenet-1k/train/n04536866/n04536866_2129.JPEG,889
imagenet-1k/train/n03961711/n03961711_2324.JPEG,729
imagenet-1k/train/n02102480/n02102480_5937.JPEG,220
imagenet-1k/train/n03777754/n03777754_3182.JPEG,662
imagenet-1k/train/n02749479/n02749479_4504.JPEG,413
imagenet-1k/train/n02096437/n02096437_3322.JPEG,194
imagenet-1k/train/n02493793/n02493793_8756.JPEG,381
imagenet-1k/train/n02909870/n02909870_42708.JPEG,463
imagenet-1k/train/n03775546/n03775546_794.JPEG,659
imagenet-1k/train/n03187595/n03187595_1385.JPEG,528
imagenet-1k/train/n07684084/n07684084_4288.JPEG,930
imagenet-1k/train/n02116738/n02116738_33675.JPEG,275
imagenet-1k/train/n02089973/n02089973_3160.JPEG,167
imagenet-1k/train/n04591157/n04591157_3734.JPEG,906
imagenet-1k/train/n02892767/n02892767_35273.JPEG,459
